etapa,puesto,rep_id,rep_name,grafia,party,party_family,filas_habla_v3,palabras_habla_v3,pct_etapa
III,53,319,Bibiano Fernandez Osorio Tafall,Bibiano Fernández-Osorio Tafall,AR,Republicanos,20,8579,0.005797
III,54,491,Rodolfo Llopis Ferrandiz,Rodolfo Llopis Ferrándiz,PSOE,Socialista,22,8532,0.005766
III,55,995,Isidoro Vergara Castrillon,Isidoro Vergara Castrillón,AR,Republicanos,41,8496,0.005741
III,56,972,Jose Maria Valiente Soriano,José María Valiente Soriano,CT,Carlistas,6,8450,0.00571
III,57,153,Francisco Javier Bosch Marin,Francisco Javier Bosch Marín,CEDA,Conservadores,7,8422,0.005691
III,58,911,Tomas Sierra Rustarazo,Tomás Sierra Rustarazo,PRR,Republicanos,5,8071,0.005454
III,59,8,Jose Acuña Y Gomez De La Torre,José Acuña y Gómez de la Torre,Mesocrata,Liberales,14,8033,0.005429
III,60,630,Antonio Moreno Jover,Antonio Moreno Jover,AR,Republicanos,15,7865,0.005315
III,61,14,Juan Maria Aguilar Calvo,Juan María Aguilar Calvo,AR,Republicanos,13,7848,0.005303
III,62,42,Antonio Alonso Rios,Antonio Alonso Ríos,PG,Galleguista,15,7583,0.005124
III,63,331,Alvaro De Figueroa Y Alonso Martinez,Álvaro de Figueroa y Alonso Martínez,Indep.,Conservadores,8,7476,0.005052
III,64,470,Jose Maria Lamamie De Clairac Y De La Colina,José María Lamamié de Clairac y de la Colina,CT,Carlistas,7,7326,0.004951
III,65,226,Francisco Cervera Jimenez Alfaro,Francisco Cervera Jiménez Alfaro,CEDA,Conservadores,8,7033,0.004753
III,66,782,Andres Revuelta Melgarejo,Andrés Revuelta Melgarejo,RE,Derecha autoritaria,12,6850,0.004629
III,67,334,Manuel Florensa Farre,Manuel Florensa Farré,Lliga,Catder,4,6659,0.0045
III,68,542,Arturo Martin De Nicolas Y Garcia,Arturo Martín de Nicolás y García,UR,Republicanos,28,6577,0.004445
III,69,287,Rafael Esparza Garcia,Rafael Esparza García,CEDA,Conservadores,4,6438,0.004351
III,70,338,Enrique De Francisco Jimenez,Enrique de Francisco Jiménez,PSOE,Socialista,10,6143,0.004151
III,71,25,Jose Maria Albiñana Sanz,José María Albiñana Sanz,PNE,Fascista,12,6131,0.004143
III,72,290,Juan Estelrich Artigues,Juan Estelrich Artigues,Lliga,Catder,7,6114,0.004132
III,73,745,Manuel Portela Valladares,Manuel Portela Valladares,Centro,Liberales,6,6109,0.004128
III,74,342,Santiago Fuentes Pila,Santiago Fuentes Pila,RE,Derecha autoritaria,20,5866,0.003964
III,75,107,Francisco Barnes Salinas,Francisco Barnés Salinas,PRRS,Republicanos,16,5716,0.003863
III,76,171,Luciano De La Calzada Rodriguez,Luciano de la Calzada Rodríguez,CEDA,Conservadores,7,5640,0.003811
III,77,257,Fermin Daza Diaz Del Castillo,Fermín Daza Díaz del Castillo,Centro,Liberales,13,5482,0.003705
III,78,232,Jose Cimas Leal,José Cimas Leal,CEDA,Conservadores,4,5289,0.003574
III,79,583,Joaquin Maurin Julia,Joaquín Maurín Juliá,POUM,Comunista,9,5270,0.003561
III,80,970,Fernando Valera Aparicio,Fernando Valera Aparicio,UR,Republicanos,1,5260,0.003555
III,81,64,Jose Andres Manso,José Andrés Manso,PSOE,Socialista,10,5218,0.003526
III,82,1008,Miguel Villalta Gisbert,Miguel Villalta Gisbert,PSOE,Socialista,29,5200,0.003514
III,83,767,Pedro Rahola Y Molinas,Pedro Rahola y Molinas,Lliga,Catder,3,5182,0.003502
III,84,465,Jose Antonio Junco Toral,José Antonio Junco Toral,PSOE,Socialista,2,5160,0.003487
III,85,348,Juan Antonio Gamazo Y Abarca,Juan Antonio Gamazo y Abarca,RE,Derecha autoritaria,15,5159,0.003486
III,86,779,Jesus Requejo San Roman,Jesús Requejo San Román,CT,Carlistas,11,4985,0.003369
III,87,454,Luis Jimenez Canga Arguelles,Luis Giménez Canga-Argüelles,CEDA,Conservadores,10,4921,0.003325
III,88,805,Luis Rodriguez Figueroa,Luis Rodríguez Figueroa,AR,Republicanos,5,4845,0.003274
III,89,266,Jose Diaz Ramos,José Díaz Ramos,PCE,Comunista,6,4758,0.003215
III,90,930,Antonio Taboada Tundidor,Antonio Taboada Tundidor,Agrarios,Agrarios,22,4723,0.003192
III,91,635,Jose Moreno Torres,José Moreno Torres,CEDA,Conservadores,17,4493,0.003036
III,92,748,Gabriel Pradal Gomez,Gabriel Pradal Gómez,PSOE,Socialista,8,4333,0.002928
III,93,441,Dolores Ibarruri Gomez,Dolores Ibárruri Gómez,PCE,Comunista,4,4330,0.002926
III,94,340,Gabriel Franco Lopez,Gabriel Franco López,AR,Republicanos,16,4236,0.002863
III,95,492,Juan Lluhi Vallesca,Juan Lluhí Vallescá,ERC,Catizq,6,4216,0.002849
III,96,411,Julio Gonzalo Soto,Julio Gonzalo Soto,CEDA,Conservadores,9,4177,0.002823
III,97,192,Geminiano Carrascal Martin,Geminiano Carrascal Martín,CEDA,Conservadores,18,4174,0.002821
III,98,961,Vicente Uribe Galdeano,Vicente Uribe Galdeano,PCE,Comunista,9,4166,0.002815
III,99,945,Pascual Tomas Taengua,Pascual Tomás Taengua,PSOE,Socialista,10,4165,0.002815
III,100,40,Bruno Alonso Gonzalez,Bruno Alonso González,PSOE,Socialista,10,4085,0.002761
III,101,536,Rafael Marin Lazaro,Rafael Marín Lázaro,CEDA,Conservadores,3,3931,0.002656
III,102,552,Luis Martinez Carvajal,Luis Martínez Carvajal,AR,Republicanos,7,3879,0.002621
III,103,109,Luis Barrena Y Alonso De Ojeda,Luis Barrena y Alonso de Ojeda,UR,Republicanos,18,3865,0.002612
III,104,450,Antonio Jaen Morente,Antonio Jaén Morente,AR,Republicanos,5,3748,0.002533
III,105,749,Jose Prat Garcia,José Prat García,PSOE,Socialista,3,3744,0.00253
III,106,799,Felipe Rodes Baldrich,Felipe Rodés Baldrich,Lliga,Catder,1,3689,0.002493
III,107,132,Antonio Bernabeu De Yeste,Antonio Bernabeu de Yeste,CEDA,Conservadores,13,3672,0.002481
III,108,879,Miguel Sancho Izquierdo,Miguel Sancho Izquierdo,CEDA,Conservadores,4,3601,0.002433
III,109,179,Jose Antonio Canals Alvarez,José Antonio Canals Álvarez,Indep.,Republicanos,16,3394,0.002294
III,110,148,Cayetano Bolivar Escribano,Cayetano Bolívar Escribano,PCE,Comunista,4,3388,0.00229
III,111,721,Manuel Perez Jofre De Villegas,Manuel Pérez Jofre de Villegas,AR,Republicanos,13,3332,0.002252
III,112,262,Emiliano Diaz Castro,Emiliano Díaz Castro,PSOE,Socialista,1,3261,0.002204
III,113,115,Severino Barros De Lis,Severino Barros de Lis,CEDA,Conservadores,11,3179,0.002148
III,114,18,Rafael Aizpun Santafe,Rafael Aizpún Santafé,CEDA,Conservadores,1,3164,0.002138
III,115,9,Dimas Adanez Horcajuelo,Dimas Adánez Horcajuelo,CEDA,Conservadores,9,3026,0.002045
III,116,305,Federico Fernandez Castillejo,Federico Fernández Castillejo,PRP,Liberales,3,2971,0.002008
III,117,619,Francisco Felix Montiel Jimenez,Francisco Félix Montiel Jiménez,PSOE,Socialista,3,2895,0.001956
III,118,586,Rafael Melgarejo Tordesillas,Rafael Melgarejo Tordesillas,CEDA,Conservadores,5,2796,0.001889
III,119,399,Jose Gonzalez Fernandez De La Bandera,José González Fernández de la Bandera,UR,Republicanos,48,2678,0.00181
III,120,273,Tomas Dominguez Arevalo,Tomás Domínguez Arévalo,CT,Carlistas,5,2643,0.001786
III,121,818,Luis Romero Solano,Luis Romero Solano,PSOE,Socialista,10,2640,0.001784
III,122,956,Jose Antonio Trabal Y Saus,José Antonio Trabal y Sans,ERC,Catizq,20,2608,0.001762
III,123,791,Fernando De Los Rios Urruti,Fernando de los Ríos Urruti,PSOE,Socialista,2,2586,0.001748
III,124,379,Felipe Gil Casares,Felipe Gil Casares,CEDA,Conservadores,17,2531,0.00171
III,125,346,Lorenzo Gallardo Y Gallardo,Lorenzo Gallardo y Gallardo,CEDA,Conservadores,2,2480,0.001676
III,126,88,Bernardo Aza Gonzalez Escalada,Bernardo Aza González Escalada,CEDA,Conservadores,16,2451,0.001656
III,127,292,Francisco Estevanez Rodriguez,Francisco Estévanez Rodríguez,CT,Carlistas,3,2403,0.001624
III,128,925,Ramon Suarez Picallo,Ramón Suárez Picallo,PG,Galleguista,3,2392,0.001616
III,129,977,Pedro Vargas Guerendiain,Pedro Vargas Guerendiain,AR,Republicanos,5,2392,0.001616
III,130,990,Luis Velasco Damas,Luis Velasco Damas,AR,Republicanos,6,2388,0.001614
III,131,47,Tomas Alvarez Angulo,Tomás Álvarez Angulo,PSOE,Socialista,9,2335,0.001578
III,132,52,Jose Maria Alvarez Mendizabal Y Bonilla,José María Álvarez Mendizábal y Bonilla,PRR,Republicanos,3,2318,0.001566
III,133,48,Jose Alvarez Buylla Y Godino,José Álvarez Buylla y Godino,PRR,Republicanos,8,2294,0.00155
III,134,876,Jose Maria Sanchez Ventura,José María Sánchez Ventura,CEDA,Conservadores,4,2269,0.001533
III,135,453,Francisco De Paula Jene Aixala,Francisco de Paula Jené Aixalá,ERC,Catizq,7,2239,0.001513
III,136,628,Jose Moreno Galvache,José Moreno Galvache,UR,Republicanos,10,2238,0.001512
III,137,899,Juan Sentis Nogues,Juan Sentís Nogués,ERC,Catizq,10,2214,0.001496
III,138,477,Antonio Lara Zarate,Antonio Lara Zárate,UR,Republicanos,3,2213,0.001495
III,139,312,Luis Fernandez Heredia Y Del Pozo,Luis Fernández Heredia y del Pozo,CEDA,Conservadores,3,2181,0.001474
III,140,551,Pedro Martinez Carton,Pedro Martínez Cartón,PCE,Comunista,9,2167,0.001464
III,141,758,Luis Puig De La Bellacasa Y Deu,Luis Puig de la Bellacasa y Deu,Lliga,Catder,4,2161,0.00146
III,142,65,Mariano Anso Zunzarren,Mariano Ansó Zunzarren,AR,Republicanos,7,2150,0.001453
III,143,1011,Justo Villanueva Y Gomez,Justo Villanueva y Gómez,PRR,Republicanos,9,2074,0.001402
III,144,272,Marcelino Domingo Sanjuan,Marcelino Domingo Sanjuán,AR,Republicanos,1,2030,0.001372
III,145,383,Bernardo Giner De Los Rios Garcia,Bernardo Giner de los Ríos García,UR,Republicanos,9,2013,0.00136
III,146,991,Nicasio Velayos Y Velayos,Nicasio Velayos y Velayos,Agrarios,Agrarios,3,1998,0.00135
III,147,135,Crescenciano Bilbao Castellano,Crescenciano Bilbao Castellanos,PSOE,Socialista,5,1938,0.00131
III,148,581,Miguel Maura Gamazo,Miguel Maura Gamazo,PRC,Conservadores,2,1921,0.001298
III,149,674,Tomas Ortiz De Solorzano Y Ortiz De La Puente,Tomás Ortiz de Solórzano y Ortiz de la Puente,CEDA,Conservadores,7,1909,0.00129
III,150,156,Jose Brianso Salvado,José Briansó Salvado,ERC,Catizq,3,1893,0.001279
III,151,157,Jeronimo Bugeda Muñoz,Jerónimo Bugeda Muñoz,PSOE,Socialista,5,1879,0.00127
III,152,692,Emilio Palomo Aguado,Emilio Palomo Aguado,AR,Republicanos,4,1868,0.001262
III,153,736,Rafael Pina Milan,Rafael Pina Milán,UR,Republicanos,1,1852,0.001252
III,154,891,Vicente Sarmiento Ruiz,Vicente Sarmiento Ruiz,PSOE,Socialista,4,1843,0.001245
III,155,464,Jose Maria Julian Gil,José María Julián Gil,CEDA,Conservadores,6,1783,0.001205
III,156,671,Daniel Ortega Martinez,Daniel Ortega Martínez,PCE,Comunista,2,1630,0.001102
III,157,722,Joaquin Perez Madrigal,Joaquín Pérez Madrigal,PRR,Republicanos,9,1546,0.001045
III,158,700,Alvaro Pascual Leone,Álvaro Pascual Leone,UR,Republicanos,4,1494,0.00101
III,159,836,Amos Ruiz Lecina,Amós Ruiz Lecina,PSOE,Socialista,7,1473,0.000995
III,160,191,Ramon De Carranza Y Fernandez Reguera,Ramón de Carranza y Fernández Reguera,RE,Derecha autoritaria,3,1375,0.000929
III,161,501,Jose Lopez Quero,José López Quero,PSOE,Socialista,5,1363,0.000921
III,162,622,Jose Morales Robles,José Morales Robles,PSOE,Socialista,2,1332,0.0009
III,163,330,Manuel Figueroa Rojas,Manuel Figueroa Rojas,DLR,Liberales,6,1312,0.000887
III,164,688,Jose Palanco Romero,José Palanco Romero,AR,Republicanos,1,1216,0.000822
III,165,889,Juan Sapiña Camaro,Juan Sapiña Camaró,PSOE,Socialista,6,1213,0.00082
III,166,847,Pedro Sainz Rodriguez,Pedro Sainz Rodríguez,RE,Derecha autoritaria,1,1142,0.000772
III,167,78,Antonio Arnedo Monguilan,Antonio Arnedo Monguilán,CEDA,Conservadores,3,1028,0.000695
III,168,238,Juan Company Jimenez,Juan Company Jiménez,AR,Republicanos,1,1021,0.00069
III,169,384,Jose Giral Pereira,José Giral Pereira,AR,Republicanos,4,1006,0.00068
III,170,574,Jose Mascort Ribot,José Mascort Ribot,ERC,Catizq,1,1005,0.000679
III,171,75,Luis Arellano Dihinx,Luis Arellano Dihinx,CT,Carlistas,4,990,0.000669
III,172,727,Dionisio Perez Viana,Dionisio Pérez Viana,CEDA,Conservadores,1,959,0.000648
III,173,968,Faustino Valentin Torrejon,Faustino Valentín Torrejón,UR,Republicanos,2,943,0.000637
III,174,284,Roberto Escribano Iglesias,Roberto Escribano Iglesias,AR,Republicanos,9,862,0.000583
III,175,385,Antonio Goicoechea Y Cosculluela,Antonio Goicoechea y Cosculluela,RE,Derecha autoritaria,8,855,0.000578
III,176,953,Manuel Torres Campaña,Manuel Torres Campaña,UR,Republicanos,3,845,0.000571
III,177,215,Eduardo Castillo Blasco,Eduardo Castillo Blasco,PSOE,Socialista,3,841,0.000568
III,178,502,Santiago Lopez Rodriguez,Santiago López Rodríguez,UR,Republicanos,1,808,0.000546
III,179,236,Jesus Comin Sagues,Jesús Comín Sagües,CT,Carlistas,9,806,0.000545
III,180,516,Jose Maestro San Jose,José Maestro San José,PSOE,Socialista,2,701,0.000474
III,181,944,Jose Tomas Piera,José Tomás y Piera,ERC,Catizq,2,680,0.00046
III,182,401,Emilio Gonzalez Lopez,Emilio González López,AR,Republicanos,3,668,0.000451
III,183,1025,Fernando Zulueta Giberga,Fernando Zulueta Giberga,ERC,Catizq,2,653,0.000441
III,184,801,Alfonso Daniel Rodriguez Castelao,Alfonso Daniel Rodríguez Castelao,PG,Galleguista,2,636,0.00043
III,185,282,Isidro Escandell Ubeda,Isidro Escandell Ubeda,PSOE,Socialista,4,626,0.000423
III,186,97,Emilio Baeza Medina,Emilio Baeza Medina,AR,Republicanos,7,615,0.000416
III,187,709,Armando Peñamaria Alvarez,Armando Peñamaría Álvarez,Centro,Centro,2,603,0.000407
III,188,883,Juan Jose Santa Cruz Garces,Juan José Santa Cruz Garcés,ASR,Liberales,2,573,0.000387
III,189,974,Fernando Valls Taberner,Fernando Valls Taberner,Lliga,Catder,5,544,0.000368
III,190,326,Benigno Ferrer Domingo,Benigno Ferrer Domingo,PSOE,Socialista,3,518,0.00035
III,191,935,Mariano Tejero Manero,Mariano Tejero Manero,AR,Republicanos,2,496,0.000335
III,192,507,Edmundo Lorenzo Santiago,Edmundo Lorenzo Santiago,PSOE,Socialista,3,479,0.000324
III,193,447,Juan Antonio Irazusta Muñoa,Juan Antonio Irazusta Muñoa,PNV,Nacionalista Vasco,2,471,0.000318
III,194,317,Ramon Fernandez Mato,Ramón Fernández Mato,Centro,Centro,2,432,0.000292
III,195,564,Maximiliano Martinez Moreno,Maximiliano Martínez Moreno,UR,Republicanos,1,432,0.000292
III,196,567,Manuel Martinez Pedroso,Manuel Martínez Pedroso,PSOE,Socialista,6,377,0.000255
III,197,322,Felix Fernandez Vega,Félix Fernández Vega,AR,Republicanos,4,344,0.000232
III,198,597,Jesus De Miguel Lancho,Jesús de Miguel Lancho,AR,Republicanos,1,324,0.000219
III,199,726,Leandro Perez Urria,Leandro Pérez Urría,AR,Republicanos,2,315,0.000213
III,200,208,Candido Casanueva Y Gorjon,Cándido Casanueva y Gorjón,CEDA,Conservadores,3,296,0.0002
III,201,864,Miguel San Andres Castro,Miguel San Andrés Castro,AR,Republicanos,4,291,0.000197
III,202,304,Antonio Fernandez Bolaños Mora,Antonio Fernández-Bolaños Mora,PSOE,Socialista,1,280,0.000189
III,203,407,Ramon Gonzalez Sicilia Y De La Corte,Ramón González Sicilia y de la Corte,UR,Republicanos,4,278,0.000188
III,204,584,Francisco Medina Clares,Francisco Medina Clarés,Centro,Centro,1,256,0.000173
III,205,575,Jose Maria Masip E Izabal,José María Masip e Izábal,ERC,Catizq,1,236,0.000159
III,206,467,Victoria Kent Siano,Victoria Kent Siano,AR,Republicanos,5,219,0.000148
III,207,738,Luis Piñol Agullo,Luis Piñol Agulló,Lliga,Catder,1,186,0.000126
III,208,242,Luis Cordero Bel,Luis Cordero Bel,PRDF,Republicanos,11,179,0.000121
III,209,461,Mariano Joven Hernandez,Mariano Joven Hernández,AR,Republicanos,1,174,0.000118
III,210,529,Vicente Marco Miranda,Vicente Marco Miranda,ERC,Catizq,5,173,0.000117
III,211,646,Amancio Muñoz Zafra,Amancio Muñoz Zafra,PSOE,Socialista,2,169,0.000114
III,212,375,Ricardo Gasset Y Alzugaray,Ricardo Gasset y Alzugaray,UR,Republicanos,2,159,0.000107
III,213,865,Claudio Sanchez Albornoz Menduiña,Claudio Sánchez Albornoz Menduiña,AR,Republicanos,1,158,0.000107
III,214,448,Manuel Irujo Ollo,Manuel Irujo Ollo,PNV,Nacionalista Vasco,4,156,0.000105
III,215,815,Adriano Romero Cachinero,Adriano Romero Cachinero,PCE,Comunista,1,139,9.4e-05
III,216,884,Miguel Santalo Y Parvorell,Miguel Santaló y Parvorell,ERC,Catizq,1,123,8.3e-05
III,217,315,Jose Maria Fernandez Ladreda Y Menendez Valdes,José María Fernández Ladreda y Menéndez Valdés,CEDA,Conservadores,2,118,8e-05
III,218,432,Jesus Hernandez Tomas,Jesús Hernández Tomás,PCE,Comunista,1,101,6.8e-05
III,219,288,Carlos Espla Rizo,Carlos Esplá Rizo,AR,Republicanos,2,99,6.7e-05
III,220,26,Alvaro De Albornoz Y Liminiana,Álvaro de Albornoz y Liminiana,Indep.,Independiente,4,97,6.6e-05
III,221,245,Pedro Corominas Y Montaña,Pedro Corominas y Montaña,ERC,Catizq,2,96,6.5e-05
III,222,118,Joaquin Bau Nolla,Joaquín Bau Nolla,CT,Carlistas,2,90,6.1e-05
III,223,568,Manuel Martinez Risco Y Macias,Manuel Martínez Risco y Macías,AR,Republicanos,2,88,5.9e-05
III,224,133,Julian Besteiro Fernandez,Julián Besteiro Fernández,PSOE,Socialista,2,85,5.7e-05
III,225,850,Pelayo Sala Y Berenguer,Pelayo Sala y Berenguer,USC,Socialista,4,60,4.1e-05
III,226,550,Diego Martinez Barrio,Diego Martínez Barrio,UR,Republicanos,1,50,3.4e-05
III,227,364,Salvador Garcia Muñoz,Salvador García Muñoz,PSOE,Socialista,1,45,3e-05
III,228,409,Gabriel Gonzalez Taltabull,Gabriel González Taltabull,UR,Republicanos,2,43,2.9e-05
III,229,424,Melchor Guerrero Periago,Melchor Guerrero Periago,PSOE,Socialista,1,36,2.4e-05
III,230,428,Juan Gutierrez Prieto,Juan Gutiérrez Prieto,PSOE,Socialista,2,32,2.2e-05
III,231,560,Emilio Martinez Jerez,Emilio Martínez Jerez,UR,Republicanos,2,29,2e-05
III,232,644,Manuel Muñoz Martinez,Manuel Muñoz Martínez,AR,Republicanos,2,25,1.7e-05
III,233,404,Ramon Gonzalez Peña,Ramón González Peña,PSOE,Socialista,1,21,1.4e-05
III,234,1000,Juan Simeon Vidarte Franco Romero,Juan Simeón Vidarte Franco-Romero,PSOE,Socialista,1,19,1.3e-05
III,235,361,Raimundo Garcia Garcia,Raimundo García García,Indep.,Derecha autoritaria,2,16,1.1e-05
III,236,76,Jose Arizcun Moreno,José Arizcún Moreno,CEDA,Conservadores,1,12,8e-06
III,237,53,Julia Alvarez Resano,Julia Álvarez Resano,PSOE,Socialista,1,11,7e-06
III,238,922,Jose Sosa Hormigo,José Sosa Hormigo,PSOE,Socialista,1,11,7e-06
III,239,201,Wenceslao Carrillo Alonso,Wenceslao Carrillo Alonso,PSOE,Socialista,1,10,7e-06
III,240,309,Virgilio Fernandez De La Vega Lombau,Virgilio Fernández de la Vega Lombau,Centro,Centro,1,8,5e-06
III,241,600,Jose Miñones Bernardez,José Miñones Bernárdez,UR,Republicanos,1,8,5e-06
III,242,943,Belarmino Tomas Alvarez,Belarmino Tomás Álvarez,PSOE,Socialista,1,6,4e-06
III,243,219,Honorato De Castro Bonel,Honorato de Castro Bonel,AR,Republicanos,1,5,3e-06
III,244,478,Luis Laredo Vega,Luis Laredo Vega,AR,Republicanos,1,5,3e-06
IV,1,652,Juan Negrin Lopez,Juan Negrín López,PSOE,Socialista,13,31794,0.311547
IV,2,730,Angel Pestaña Nuñez,Ángel Pestaña Núñez,P. Sindicalista,Anarcosindicalista,7,6418,0.06289
IV,3,441,Dolores Ibarruri Gomez,Dolores Ibárruri Gómez,PCE,Comunista,4,5743,0.056275
IV,4,472,Ramon Lamoneda Fernandez,Ramón Lamoneda Fernández,PSOE,Socialista,4,5148,0.050445
IV,5,884,Miguel Santalo Y Parvorell,Miguel Santaló y Parvorell,ERC,Catizq,7,4737,0.046418
IV,6,479,Francisco Largo Caballero,Francisco Largo Caballero,PSOE,Socialista,3,4508,0.044174
IV,7,448,Manuel Irujo Ollo,Manuel Irujo Ollo,PNV,Nacionalista Vasco,4,4023,0.039421
IV,8,266,Jose Diaz Ramos,José Díaz Ramos,PCE,Comunista,2,3851,0.037736
IV,9,404,Ramon Gonzalez Peña,Ramón González Peña,PSOE,Socialista,1,3335,0.032679
IV,10,338,Enrique De Francisco Jimenez,Enrique de Francisco Jiménez,PSOE,Socialista,3,3074,0.030122
IV,11,988,Antonio Velao Oñate,Antonio Velao Oñate,AR,Republicanos,3,2833,0.02776
IV,12,245,Pedro Corominas Y Montaña,Pedro Corominas y Montaña,ERC,Catizq,2,2781,0.027251
IV,13,953,Manuel Torres Campaña,Manuel Torres Campaña,UR,Republicanos,5,2538,0.02487
IV,14,745,Manuel Portela Valladares,Manuel Portela Valladares,Centro,Liberales,2,2410,0.023615
IV,15,692,Emilio Palomo Aguado,Emilio Palomo Aguado,AR,Republicanos,3,2085,0.020431
IV,16,480,Jose Maria Lasarte Arana,José María Lasarte Arana,PNV,Nacionalista Vasco,1,1862,0.018246
IV,17,598,Antonio Mije Garcia,Antonio Mije García,PCE,Comunista,1,1547,0.015159
IV,18,452,Julio Jauregui Lasanta,Julio Jáuregui Lasanta,PNV,Nacionalista Vasco,1,1382,0.013542
IV,19,26,Alvaro De Albornoz Y Liminiana,Álvaro de Albornoz y Liminiana,Indep.,Independiente,5,1354,0.013268
IV,20,700,Alvaro Pascual Leone,Álvaro Pascual Leone,UR,Republicanos,3,1213,0.011886
IV,21,455,Luis Jimenez De Asua,Luis Jiménez de Asúa,PSOE,Socialista,1,1195,0.01171
IV,22,461,Mariano Joven Hernandez,Mariano Joven Hernández,AR,Republicanos,7,1187,0.011631
IV,23,306,Luis Fernandez Clerigo,Luis Fernández Clérigo,AR,Republicanos,1,814,0.007976
IV,24,836,Mariano Ruiz Funes Garcia,Amós Ruiz Lecina,AR,Republicanos,2,762,0.007467
IV,25,16,Jose Antonio Aguirre Y Lecube,José Antonio Aguirre y Lecube,PNV,Nacionalista Vasco,1,732,0.007173
IV,26,754,Indalecio Prieto Tuero,Indalecio Prieto Tuero,PSOE,Socialista,2,642,0.006291
IV,27,956,Jose Antonio Trabal Y Saus,José Antonio Trabal y Sans,ERC,Catizq,15,556,0.005448
IV,28,786,Pedro Rico Lopez,Pedro Rico López,UR,Republicanos,1,538,0.005272
IV,29,644,Manuel Muñoz Martinez,Manuel Muñoz Martínez,AR,Republicanos,2,414,0.004057
IV,30,422,Rafael Guerra Del Rio,Rafael Guerra del Río,PRR,Republicanos,1,358,0.003508
IV,31,209,Santiago Casares Quiroga,Santiago Casares Quiroga,AR,Republicanos,1,354,0.003469
IV,32,889,Juan Sapiña Camaro,Juan Sapiña Camaró,PSOE,Socialista,1,336,0.003292
IV,33,384,Jose Giral Pereira,José Giral Pereira,AR,Republicanos,1,332,0.003253
IV,34,654,Luis Nicolau D'olwer,Luis Nicoláu d'Olwer,ACR,Catizq,2,245,0.002401
IV,35,850,Pelayo Sala Y Berenguer,Pelayo Sala y Berenguer,USC,Socialista,2,225,0.002205
IV,36,1025,Fernando Zulueta Giberga,Fernando Zulueta Giberga,ERC,Catizq,1,169,0.001656
IV,37,945,Pascual Tomas Taengua,Pascual Tomás Taengua,PSOE,Socialista,2,162,0.001587
IV,38,319,Bibiano Fernandez Osorio Tafall,Bibiano Fernández-Osorio Tafall,AR,Republicanos,1,151,0.00148
IV,39,749,Jose Prat Garcia,José Prat García,PSOE,Socialista,1,99,0.00097
IV,40,588,Juan Antonio Mendez Martinez,Juan Antonio Méndez Martínez,UR,Republicanos,2,51,0.0005
IV,41,819,Jose Rosado Gil,José Rosado Gil,Centro,Liberales,1,42,0.000412
IV,42,491,Rodolfo Llopis Ferrandiz,Rodolfo Llopis Ferrándiz,PSOE,Socialista,5,27,0.000265
IV,43,341,Eduardo Frapolli Y Ruiz De La Herran,Eduardo Frápolli y Ruiz de la Herrán,UR,Republicanos,2,25,0.000245
V,1,384,Jose Giral Pereira,José Giral Pereira,AR,Republicanos,7,9792,0.151289
V,2,754,Indalecio Prieto Tuero,Indalecio Prieto Tuero,PSOE,Socialista,16,8931,0.137986
V,3,306,Luis Fernandez Clerigo,Luis Fernández Clérigo,AR,Republicanos,10,7801,0.120527
V,4,345,Angel Galarza Gago,Ángel Galarza Gago,PSOE,Socialista,11,6871,0.106158
V,5,386,Jeronimo Gomariz Latorre,Jerónimo Gomariz Latorre,UR,Republicanos,9,4193,0.064783
V,6,961,Vicente Uribe Galdeano,Vicente Uribe Galdeano,PCE,Comunista,1,2248,0.034732
V,7,480,Jose Maria Lasarte Arana,José María Lasarte Arana,PNV,Nacionalista Vasco,2,2205,0.034068
V,8,452,Julio Jauregui Lasanta,Julio Jáuregui Lasanta,PNV,Nacionalista Vasco,3,2098,0.032415
V,9,472,Ramon Lamoneda Fernandez,Ramón Lamoneda Fernández,PSOE,Socialista,1,1924,0.029726
V,10,42,Antonio Alonso Rios,Antonio Alonso Ríos,PG,Galleguista,5,1703,0.026312
V,11,791,Fernando De Los Rios Urruti,Fernando de los Ríos Urruti,PSOE,Socialista,1,1640,0.025338
V,12,412,Felix Gordon Ordas,Félix Gordón Ordás,UR,Republicanos,1,1589,0.02455
V,13,925,Ramon Suarez Picallo,Ramón Suárez Picallo,PG,Galleguista,1,1425,0.022017
V,14,700,Alvaro Pascual Leone,Álvaro Pascual Leone,UR,Republicanos,1,1401,0.021646
V,15,242,Luis Cordero Bel,Luis Cordero Bel,PRDF,Republicanos,4,1371,0.021182
V,16,507,Edmundo Lorenzo Santiago,Edmundo Lorenzo Santiago,PSOE,Socialista,4,1328,0.020518
V,17,52,Jose Maria Alvarez Mendizabal Y Bonilla,José María Álvarez Mendizábal y Bonilla,PRR,Republicanos,5,1258,0.019436
V,18,326,Benigno Ferrer Domingo,Benigno Ferrer Domingo,PSOE,Socialista,1,1195,0.018463
V,19,801,Alfonso Daniel Rodriguez Castelao,Alfonso Daniel Rodríguez Castelao,PG,Nacionalista Gallego,1,1194,0.018448
V,20,977,Pedro Vargas Guerendiain,Pedro Vargas Guerendiain,AR,Republicanos,7,957,0.014786
V,21,884,Miguel Santalo Y Parvorell,Miguel Santaló y Parvorell,ERC,Catizq,1,792,0.012237
V,22,944,Jose Tomas Piera,José Tomás y Piera,ERC,Catizq,2,724,0.011186
