nombre_completo;legislatura;nombre;apellidos;distrito;partido;familia_partidos;ideologia;id_dip
Gregorio Villarias Lopez;1931-1933;GREGORIO;VILLARIAS LOPEZ;Santander;PRRS;Republicanos;CI;1013
Jose Antonio Balbontin Y Gutierrez;1931-1933;JOSE ANTONIO;BALBONTIN Y GUTIERREZ;Sevilla;PRRS;Republicanos;CI;98
Benito Artigas Arpon;1931-1933;BENITO;ARTIGAS ARPON;Soria;PRRS;Republicanos;CI;83
Jose Berenguer Cros;1931-1933;JOSE;BERENGUER CROS;Tarragona;PRRS;Republicanos;CI;127
Jaime Carner Romeu;1931-1933;JAIME;CARNER ROMEU;Tarragona;PRRS;Republicanos;CI;190
Marcelino Domingo Sanjuan;1931-1933;MARCELINO;DOMINGO SANJUAN;Tarragona;PRRS;Republicanos;CI;272
Juan Loperena Roma;1931-1933;JUAN;LOPERENA ROMA;Tarragona;PRRS;Republicanos;CI;494
Ramon Nogues Y Bizet;1931-1933;RAMON;NOGUES Y BIZET;Tarragona;PRRS;Republicanos;CI;657
Gregorio Vilatela Abad;1931-1933;GREGORIO;VILATELA ABAD;Teruel;PRRS;Republicanos;CI;1003
Jose Ballester Gozalvo;1931-1933;JOSE;BALLESTER GOZALVO;Toledo;PRRS;Republicanos;CI;99
Jose Cano Coloma;1931-1933;JOSE;CANO COLOMA;Valencia;PRRS;Republicanos;CI;182
Miguel San Andres Castro;1931-1933;MIGUEL;SAN ANDRES CASTRO;Valencia;PRRS;Republicanos;CI;864
Fernando Valera Aparicio;1931-1933;FERNANDO;VALERA APARICIO;Valencia;PRRS;Republicanos;CI;970
Pedro Vargas Guerendiain;1931-1933;PEDRO;VARGAS GUERENDIAIN;Valencia;PRRS;Republicanos;CI;977
Vicente Fatras Neira;1931-1933;VICENTE;FATRAS NEIRA;Vizcaya;PRRS;Republicanos;CI;299
Ramon Maria Aldasoro Y Galarza;1931-1933;RAMON MARIA;ALDASORO Y GALARZA;Vizcaya;PRRS;Republicanos;CI;30
Angel Galarza Gago;1931-1933;ANGEL;GALARZA GAGO;Zamora;PRRS;Republicanos;CI;345
Antonio Guallar Poza;1931-1933;ANTONIO;GUALLAR POZA;Zaragoza;PRRS;Republicanos;CI;420
Venancio Sarria Simon;1931-1933;VENANCIO;SARRIA SIMON;Zaragoza;PRRS;Republicanos;CI;892
Francisco Aguado De Miguel;1933-1936;FRANCISCO;AGUADO DE MIGUEL;Cádiz;PRSI;Republicanos;CI;12
Manuel Muñoz Martinez;1933-1936;MANUEL;MUÑOZ MARTINEZ;Cádiz;PRSI;Republicanos;CI;644
Aurelio Ramos Acosta;1933-1936;AURELIO;RAMOS ACOSTA;Málaga;PRSI;Republicanos;CI;769
Maximiliano Martinez Moreno;1936-1939;MAXIMILIANO;MARTINEZ MORENO;Albacete;UR;Republicanos;CI;564
Jeronimo Gomariz Latorre;1936-1939;JERONIMO;GOMARIZ LATORRE;Alicante;UR;Republicanos;CI;386
Alvaro Pascual Leone;1936-1939;ALVARO;PASCUAL LEONE;Almería;UR;Republicanos;CI;700
Fernando Valera Aparicio;1936-1939;FERNANDO;VALERA APARICIO;Badajoz;UR;Republicanos;CI;970
Fulgencio Diez Pastor;1936-1939;FULGENCIO;DIEZ PASTOR;Cáceres;UR;Republicanos;CI;269
Faustino Valentin Torrejon;1936-1939;FAUSTINO;VALENTIN TORREJON;Cáceres;UR;Republicanos;CI;968
Gabriel Gonzalez Taltabull;1936-1939;GABRIEL;GONZALEZ TALTABULL;Cádiz;UR;Republicanos;CI;409
Juan Manuel Sanchez Caballero;1936-1939;JUAN MANUEL;SANCHEZ CABALLERO;Cádiz;UR;Republicanos;CI;866
Francisco Gomez Hidalgo Y Alvarez;1936-1939;FRANCISCO;GOMEZ HIDALGO Y ALVAREZ;Castellón;UR;Republicanos;CI;389
Pedro Rico Lopez;1936-1939;PEDRO;RICO LOPEZ;Córdoba;UR;Republicanos;CI;786
Jose Garcia Ramos Y Segond;1936-1939;JOSE;GARCIA RAMOS Y SEGOND;Coruña (La);UR;Republicanos;CI;367
Jose Miñones Bernardez;1936-1939;JOSE;MIÑONES BERNARDEZ;Coruña (La);UR;Republicanos;CI;600
Ricardo Corro Moncho;1936-1939;RICARDO;CORRO MONCHO;Granada;UR;Republicanos;CI;246
Emilio Martinez Jerez;1936-1939;EMILIO;MARTINEZ JEREZ;Granada;UR;Republicanos;CI;560
Santiago Lopez Rodriguez;1936-1939;SANTIAGO;LOPEZ RODRIGUEZ;Huelva;UR;Republicanos;CI;502
Joaquin Mallo Castan;1936-1939;JOAQUIN;MALLO CASTAN;Huelva;UR;Republicanos;CI;520
Bernardo Giner De Los Rios Garcia;1936-1939;BERNARDO;GINER DE LOS RIOS GARCIA;Jaén;UR;Republicanos;CI;383
Felix Gordon Ordas;1936-1939;FELIX;GORDON ORDAS;León;UR;Republicanos;CI;412
Ricardo Gasset Y Alzugaray;1936-1939;RICARDO;GASSET Y ALZUGARAY;Lugo;UR;Republicanos;CI;375
Diego Martinez Barrio;1936-1939;DIEGO;MARTINEZ BARRIO;Madrid;UR;Republicanos;CI;550
Manuel Torres Campaña;1936-1939;MANUEL;TORRES CAMPAÑA;Madrid;UR;Republicanos;CI;953
Federico Alva Varela;1936-1939;FEDERICO;ALVA VARELA;Málaga;UR;Republicanos;CI;46
Eduardo Frapolli Y Ruiz De La Herran;1936-1939;EDUARDO;FRAPOLLI Y RUIZ DE LA HERRAN;Málaga;UR;Republicanos;CI;341
Luis Barrena Y Alonso De Ojeda;1936-1939;LUIS;BARRENA Y ALONSO DE OJEDA;Melilla;UR;Republicanos;CI;109
Francisco Lopez De Goicoechea E Inchaurrandieta;1936-1939;FRANCISCO;LOPEZ DE GOICOECHEA E INCHAURRANDIETA;Murcia;UR;Republicanos;CI;495
Juan Antonio Mendez Martinez;1936-1939;JUAN ANTONIO;MENDEZ MARTINEZ;Murcia;UR;Republicanos;CI;588
Jose Moreno Galvache;1936-1939;JOSE;MORENO GALVACHE;Murcia;UR;Republicanos;CI;628
Alfonso Pazos Cid;1936-1939;ALFONSO;PAZOS CID;Orense;UR;Republicanos;CI;701
Celestino Poza Cobas;1936-1939;CELESTINO;POZA COBAS;Pontevedra;UR;Republicanos;CI;746
Elfidio Alonso Rodriguez;1936-1939;ELFIDIO;ALONSO RODRIGUEZ;Santa Cruz de Tenerife;UR;Republicanos;CI;43
Arturo Martin De Nicolas Y Garcia;1936-1939;ARTURO;MARTIN DE NICOLAS Y GARCIA;Segovia;UR;Republicanos;CI;542
Manuel Blasco Garzon;1936-1939;MANUEL;BLASCO GARZON;Sevilla;UR;Republicanos;CI;144
Jose Gonzalez Fernandez De La Bandera;1936-1939;JOSE;GONZALEZ FERNANDEZ DE LA BANDERA;Sevilla;UR;Republicanos;CI;399
Ramon Gonzalez Sicilia Y De La Corte;1936-1939;RAMON;GONZALEZ SICILIA Y DE LA CORTE;Sevilla;UR;Republicanos;CI;407
Antonio Lara Zarate;1936-1939;ANTONIO;LARA ZARATE;Sevilla;UR;Republicanos;CI;477
Rafael Pina Milan;1936-1939;RAFAEL;PINA MILAN;Sevilla;UR;Republicanos;CI;736
Benito Artigas Arpon;1936-1939;BENITO;ARTIGAS ARPON;Soria;UR;Republicanos;CI;83
Jose Garcia Berlanga Pardo;1936-1939;JOSE;GARCIA BERLANGA PARDO;Valencia;UR;Republicanos;CI;354
Joaquin La Casta España;1936-1939;JOAQUIN;LA CASTA ESPAÑA;Valencia;UR;Republicanos;CI;468
Modesto Gosalvez Fuentes Manresa;1931-1933;MODESTO;GOSALVEZ FUENTES MANRESA;Cuenca;AN;Conservadores;D;414
Manuel De La Chica Damas;1933-1936;MANUEL DE LA;CHICA DAMAS;Granada;CEDA;Conservadores;D;230
Rafael Montes Diaz;1933-1936;RAFAEL;MONTES DIAZ;Granada;CEDA;Conservadores;D;617
Pedro Acacio Sandoval;1936-1939;PEDRO;ACACIO SANDOVAL;Albacete;CEDA;Conservadores;D;4
Antonio Bernabeu De Yeste;1936-1939;ANTONIO;BERNABEU DE YESTE;Albacete;CEDA;Conservadores;D;132
Rafael Alberola Herrera;1933-1936;RAFAEL;ALBEROLA HERRERA;Alicante;CEDA;Conservadores;D;23
Eusebio Escolano Gonzalvo;1936-1939;EUSEBIO;ESCOLANO GONZALVO;Alicante;CEDA;Conservadores;D;283
Francisco Molto Pascual;1933-1936;FRANCISCO;MOLTO PASCUAL;Alicante;CEDA;Conservadores;D;610
Juan Torres Sala;1936-1939;JUAN;TORRES SALA;Alicante;CEDA;Conservadores;D;955
Juan Torres Sala;1933-1936;JUAN;TORRES SALA;Alicante;CEDA;Conservadores;D;955
Andres Cassinello Barroeta;1933-1936;ANDRES;CASSINELLO BARROETA;Almería;CEDA;Conservadores;D;212
Lorenzo Gallardo Y Gallardo;1933-1936;LORENZO;GALLARDO Y GALLARDO;Almería;CEDA;Conservadores;D;346
Lorenzo Gallardo Y Gallardo;1936-1939;LORENZO;GALLARDO Y GALLARDO;Almería;CEDA;Conservadores;D;346
Luis Jimenez Canga Arguelles;1933-1936;LUIS;JIMENEZ CANGA ARGUELLES;Almería;CEDA;Conservadores;D;454
Luis Jimenez Canga Arguelles;1936-1939;LUIS;JIMENEZ CANGA ARGUELLES;Almería;CEDA;Conservadores;D;454
Benito Davila Sanchez Monje;1933-1936;BENITO;DAVILA SANCHEZ MONJE;Ávila;CEDA;Conservadores;D;256
Benito Davila Sanchez Monje;1936-1939;BENITO;DAVILA SANCHEZ MONJE;Ávila;CEDA;Conservadores;D;256
Robustiano Perez Arroyo;1933-1936;ROBUSTIANO;PEREZ ARROYO;Ávila;CEDA;Conservadores;D;711
Salvador Represa Marazuela;1933-1936;SALVADOR;REPRESA MARAZUELA;Ávila;CEDA;Conservadores;D;778
Salvador Represa Marazuela;1936-1939;SALVADOR;REPRESA MARAZUELA;Ávila;CEDA;Conservadores;D;778
Manuel Jimenez Fernandez;1933-1936;MANUEL;JIMENEZ FERNANDEZ;Badajoz;CEDA;Conservadores;D;456
Francisco De Asis Sanchez Miranda;1933-1936;FRANCISCO DE ASIS;SANCHEZ MIRANDA;Badajoz;CEDA;Conservadores;D;872
Cesar Puget Piquer;1936-1939;CESAR;PUGET PIQUER;Baleares;CEDA;Conservadores;D;756
Juan Pujol Martinez;1936-1939;JUAN;PUJOL MARTINEZ;Baleares;CEDA;Conservadores;D;763
Tomas Salort Y De Olives;1933-1936;TOMAS;SALORT Y DE OLIVES;Baleares;CEDA;Conservadores;D;858
Tomas Salort Y De Olives;1936-1939;TOMAS;SALORT Y DE OLIVES;Baleares;CEDA;Conservadores;D;858
Luis Zaforteza Villalonga;1933-1936;LUIS;ZAFORTEZA VILLALONGA;Baleares;CEDA;Conservadores;D;1021
Jose Ayats Surribas;1933-1936;JOSE;AYATS SURRIBAS;Barcelona;CEDA;Conservadores;D;85
Manuel Bermejillo Martinez;1936-1939;MANUEL;BERMEJILLO MARTINEZ;Burgos;CEDA;Conservadores;D;129
Julio Gonzalo Soto;1936-1939;JULIO;GONZALO SOTO;Burgos;CEDA;Conservadores;D;411
Victor Jose Berjano Gomez;1936-1939;VICTOR JOSE;BERJANO GOMEZ;Cáceres;CEDA;Conservadores;D;128
Adolfo Fernandez Gutierrez;1933-1936;ADOLFO;FERNANDEZ GUTIERREZ;Cáceres;CEDA;Conservadores;D;311
Eduardo Silva Gregorio;1933-1936;EDUARDO;SILVA GREGORIO;Cáceres;CEDA;Conservadores;D;912
Fernando Vega Bermejo;1933-1936;FERNANDO;VEGA BERMEJO;Cáceres;CEDA;Conservadores;D;984
Manuel Garcia Atance;1933-1936;MANUEL;GARCIA ATANCE;Cádiz;CEDA;Conservadores;D;352
Carlos Nuñez Manso;1933-1936;CARLOS;NUÑEZ MANSO;Cádiz;CEDA;Conservadores;D;659
Antonio Marti Olucha;1936-1939;ANTONIO;MARTI OLUCHA;Castellón;CEDA;Conservadores;D;539
Antonio Marti Olucha;1933-1936;ANTONIO;MARTI OLUCHA;Castellón;CEDA;Conservadores;D;539
Ignacio Villalonga Villalba;1936-1939;IGNACIO;VILLALONGA VILLALBA;Castellón;CEDA;Conservadores;D;1007
Ignacio Villalonga Villalba;1933-1936;IGNACIO;VILLALONGA VILLALBA;Castellón;CEDA;Conservadores;D;1007
Francisco Cervera Jimenez Alfaro;1936-1939;FRANCISCO;CERVERA JIMENEZ ALFARO;Ciudad Real;CEDA;Conservadores;D;226
Ramon Diez De Rivera Y Casares;1936-1939;RAMON;DIEZ DE RIVERA Y CASARES;Ciudad Real;CEDA;Conservadores;D;268
Jose Maria De Mateo La Iglesia;1933-1936;JOSE MARIA DE;MATEO LA IGLESIA;Ciudad Real;CEDA;Conservadores;D;577
Jose Maria De Mateo La Iglesia;1936-1939;JOSE MARIA DE;MATEO LA IGLESIA;Ciudad Real;CEDA;Conservadores;D;577
Rafael Melgarejo Tordesillas;1936-1939;RAFAEL;MELGAREJO TORDESILLAS;Ciudad Real;CEDA;Conservadores;D;586
Luis Montes Lopez De La Torre;1933-1936;LUIS;MONTES LOPEZ DE LA TORRE;Ciudad Real;CEDA;Conservadores;D;618
Luis Ruiz Valdepeñas Utrilla;1933-1936;LUIS;RUIZ VALDEPEÑAS UTRILLA;Ciudad Real;CEDA;Conservadores;D;839
Luis Ruiz Valdepeñas Utrilla;1936-1939;LUIS;RUIZ VALDEPEÑAS UTRILLA;Ciudad Real;CEDA;Conservadores;D;839
Miguel Cabrera Castro;1933-1936;MIGUEL;CABRERA CASTRO;Córdoba;CEDA;Conservadores;D;163
Laureano Fernandez Martos;1933-1936;LAUREANO;FERNANDEZ MARTOS;Córdoba;CEDA;Conservadores;D;316
Jose De Medina Togores;1933-1936;JOSE DE;MEDINA TOGORES;Córdoba;CEDA;Conservadores;D;585
Jose Montero Tirado;1933-1936;JOSE;MONTERO TIRADO;Córdoba;CEDA;Conservadores;D;615
Benito Blanco Rajoy Y Espada;1936-1939;BENITO;BLANCO RAJOY Y ESPADA;Coruña (La);CEDA;Conservadores;D;141
Benito Blanco Rajoy Y Espada;1933-1936;BENITO;BLANCO RAJOY Y ESPADA;Coruña (La);CEDA;Conservadores;D;141
Felipe Gil Casares;1933-1936;FELIPE;GIL CASARES;Coruña (La);CEDA;Conservadores;D;379
Felipe Gil Casares;1936-1939;FELIPE;GIL CASARES;Coruña (La);CEDA;Conservadores;D;379
Jose Maria Mendez Gil Brandon;1933-1936;JOSE MARIA;MENDEZ GIL BRANDON;Coruña (La);CEDA;Conservadores;D;587
Jose Maria Mendez Gil Brandon;1936-1939;JOSE MARIA;MENDEZ GIL BRANDON;Coruña (La);CEDA;Conservadores;D;587
Eugenio Vazquez Gundin;1933-1936;EUGENIO;VAZQUEZ GUNDIN;Coruña (La);CEDA;Conservadores;D;979
Manuel Casanova Conderana;1936-1939;MANUEL;CASANOVA CONDERANA;Cuenca;CEDA;Conservadores;D;206
Enrique Cuartero Pascual;1933-1936;ENRIQUE;CUARTERO PASCUAL;Cuenca;CEDA;Conservadores;D;254
Enrique Cuartero Pascual;1936-1939;ENRIQUE;CUARTERO PASCUAL;Cuenca;CEDA;Conservadores;D;254
Jose Fernandez Arroyo Y Caro;1936-1939;JOSE;FERNANDEZ ARROYO Y CARO;Granada;CEDA;Conservadores;D;302
Francisco Herrera Oria;1936-1939;FRANCISCO;HERRERA ORIA;Granada;CEDA;Conservadores;D;434
Carlos Morenilla Blanes;1933-1936;CARLOS;MORENILLA BLANES;Granada;CEDA;Conservadores;D;626
Julio Moreno Davila;1933-1936;JULIO;MORENO DAVILA;Granada;CEDA;Conservadores;D;627
Julio Moreno Davila;1936-1939;JULIO;MORENO DAVILA;Granada;CEDA;Conservadores;D;627
Ramon Ruiz Alonso;1933-1936;RAMON;RUIZ ALONSO;Granada;CEDA;Conservadores;D;829
Ramon Ruiz Alonso;1936-1939;RAMON;RUIZ ALONSO;Granada;CEDA;Conservadores;D;829
Manuel Torres Lopez;1936-1939;MANUEL;TORRES LOPEZ;Granada;CEDA;Conservadores;D;954
Jose Arizcun Moreno;1933-1936;JOSE;ARIZCUN MORENO;Guadalajara;CEDA;Conservadores;D;76
Jose Arizcun Moreno;1936-1939;JOSE;ARIZCUN MORENO;Guadalajara;CEDA;Conservadores;D;76
Felix Valenzuela De Hita;1936-1939;FELIX;VALENZUELA DE HITA;Guadalajara;CEDA;Conservadores;D;969
Francisco Perez De Guzman Y Urzaiz;1936-1939;FRANCISCO;PEREZ DE GUZMAN Y URZAIZ;Huelva;CEDA;Conservadores;D;715
Jose Moncasi Sangenis;1936-1939;JOSE;MONCASI SANGENIS;Huelva;CEDA;Conservadores;D;611
Jose Moreno Torres;1933-1936;JOSE;MORENO TORRES;Jaén;CEDA;Conservadores;D;635
Jose Moreno Torres;1936-1939;JOSE;MORENO TORRES;Jaén;CEDA;Conservadores;D;635
Jose Alberto Palanca Y Martinez Fortun;1933-1936;JOSE ALBERTO;PALANCA Y MARTINEZ FORTUN;Jaén;CEDA;Conservadores;D;687
Antonio Alvarez Robles;1933-1936;ANTONIO;ALVAREZ ROBLES;León;CEDA;Conservadores;D;54
Antonio Alvarez Robles;1936-1939;ANTONIO;ALVAREZ ROBLES;León;CEDA;Conservadores;D;54
Pedro Barrios Caamaño;1936-1939;PEDRO;BARRIOS CAAMAÑO;León;CEDA;Conservadores;D;113
Francisca Bohigas Gavilanes;1933-1936;FRANCISCA;BOHIGAS GAVILANES;León;CEDA;Conservadores;D;147
Cesar Contreras Dueñas;1936-1939;CESAR;CONTRERAS DUEÑAS;León;CEDA;Conservadores;D;240
Pedro Martinez Juarez;1933-1936;PEDRO;MARTINEZ JUAREZ;León;CEDA;Conservadores;D;562
Pedro Martinez Juarez;1936-1939;PEDRO;MARTINEZ JUAREZ;León;CEDA;Conservadores;D;562
Francisco Roa De La Vega;1933-1936;FRANCISCO;ROA DE LA VEGA;León;CEDA;Conservadores;D;795
Antonio Arnedo Monguilan;1936-1939;ANTONIO;ARNEDO MONGUILAN;Logroño;CEDA;Conservadores;D;78
Angeles Gil Albarellos;1933-1936;ANGELES;GIL ALBARELLOS;Logroño;CEDA;Conservadores;D;378
Angeles Gil Albarellos;1936-1939;ANGELES;GIL ALBARELLOS;Logroño;CEDA;Conservadores;D;378
Tomas Ortiz De Solorzano Y Ortiz De La Puente;1936-1939;TOMAS;ORTIZ DE SOLORZANO Y ORTIZ DE LA PUENTE;Logroño;CEDA;Conservadores;D;674
Felipe Lazcano Y Morales De Setien;1933-1936;FELIPE;LAZCANO Y MORALES DE SETIEN;Lugo;CEDA;Conservadores;D;484
Angel Lopez Perez;1933-1936;ANGEL;LOPEZ PEREZ;Lugo;CEDA;Conservadores;D;500
Jose Benito Pardo Y Pardo;1936-1939;JOSE BENITO;PARDO Y PARDO;Lugo;CEDA;Conservadores;D;695
Antonio Bermudez Cañete;1936-1939;ANTONIO;BERMUDEZ CAÑETE;Madrid;CEDA;Conservadores;D;130
Rafael Esparza Garcia;1933-1936;RAFAEL;ESPARZA GARCIA;Madrid;CEDA;Conservadores;D;287
Rafael Esparza Garcia;1936-1939;RAFAEL;ESPARZA GARCIA;Madrid;CEDA;Conservadores;D;287
Luis Fernandez Heredia Y Del Pozo;1933-1936;LUIS;FERNANDEZ HEREDIA Y DEL POZO;Madrid;CEDA;Conservadores;D;312
Luis Fernandez Heredia Y Del Pozo;1936-1939;LUIS;FERNANDEZ HEREDIA Y DEL POZO;Madrid;CEDA;Conservadores;D;312
Jose Maria Hueso Ballester;1933-1936;JOSE MARIA;HUESO BALLESTER;Madrid;CEDA;Conservadores;D;438
Rafael Marin Lazaro;1936-1939;RAFAEL;MARIN LAZARO;Madrid;CEDA;Conservadores;D;536
Javier Martin Artajo Y Alvarez;1933-1936;JAVIER;MARTIN ARTAJO Y ALVAREZ;Madrid;CEDA;Conservadores;D;540
Juan Pujol Martinez;1933-1936;JUAN;PUJOL MARTINEZ;Madrid;CEDA;Conservadores;D;763
Honorio Riesgo Garcia;1933-1936;HONORIO;RIESGO GARCIA;Madrid;CEDA;Conservadores;D;789
Honorio Riesgo Garcia;1936-1939;HONORIO;RIESGO GARCIA;Madrid;CEDA;Conservadores;D;789
Mariano Serrano Mendicute;1936-1939;MARIANO;SERRANO MENDICUTE;Madrid;CEDA;Conservadores;D;907
Bernardo Laude Alvarez;1936-1939;BERNARDO;LAUDE ALVAREZ;Málaga;CEDA;Conservadores;D;482
Jose Ibañez Martin;1933-1936;JOSE;IBAÑEZ MARTIN;Murcia;CEDA;Conservadores;D;440
Antonio Reverte Moreno;1933-1936;ANTONIO;REVERTE MORENO;Murcia;CEDA;Conservadores;D;780
Federico Salmon Amorin;1933-1936;FEDERICO;SALMON AMORIN;Murcia;CEDA;Conservadores;D;857
Rafael Aizpun Santafe;1936-1939;RAFAEL;AIZPUN SANTAFE;Navarra;CEDA;Conservadores;D;18
Rafael Aizpun Santafe;1933-1936;RAFAEL;AIZPUN SANTAFE;Navarra;CEDA;Conservadores;D;18
Miguel Gortari Errea;1936-1939;MIGUEL;GORTARI ERREA;Navarra;CEDA;Conservadores;D;413
Luis Espada Guntin;1936-1939;LUIS;ESPADA GUNTIN;Orense;CEDA;Conservadores;D;286
Laureano Pelaez Canellas;1936-1939;LAUREANO;PELAEZ CANELLAS;Orense;CEDA;Conservadores;D;704
Carlos Taboada Tundidor;1933-1936;CARLOS;TABOADA TUNDIDOR;Orense;CEDA;Conservadores;D;931
Ramon Villarino De Saa;1936-1939;RAMON;VILLARINO DE SAA;Orense;CEDA;Conservadores;D;1014
Romualdo Alvargonzalez Lanquinez;1933-1936;ROMUALDO;ALVARGONZALEZ LANQUINEZ;Oviedo;CEDA;Conservadores;D;58
Romualdo Alvargonzalez Lanquinez;1936-1939;ROMUALDO;ALVARGONZALEZ LANQUINEZ;Oviedo;CEDA;Conservadores;D;58
Bernardo Aza Gonzalez Escalada;1933-1936;BERNARDO;AZA GONZALEZ ESCALADA;Oviedo;CEDA;Conservadores;D;88
Bernardo Aza Gonzalez Escalada;1936-1939;BERNARDO;AZA GONZALEZ ESCALADA;Oviedo;CEDA;Conservadores;D;88
Jose Maria Fernandez Ladreda Y Menendez Valdes;1933-1936;JOSE MARIA;FERNANDEZ LADREDA Y MENENDEZ VALDES;Oviedo;CEDA;Conservadores;D;315
Jose Maria Fernandez Ladreda Y Menendez Valdes;1936-1939;JOSE MARIA;FERNANDEZ LADREDA Y MENENDEZ VALDES;Oviedo;CEDA;Conservadores;D;315
Gonzalo Meras Navia Osorio;1933-1936;GONZALO;MERAS NAVIA OSORIO;Oviedo;CEDA;Conservadores;D;592
Jose Maria Moutas Meras;1933-1936;JOSE MARIA;MOUTAS MERAS;Oviedo;CEDA;Conservadores;D;638
Jose Maria Moutas Meras;1936-1939;JOSE MARIA;MOUTAS MERAS;Oviedo;CEDA;Conservadores;D;638
Eduardo Piñan Y Malvar;1933-1936;EDUARDO;PIÑAN Y MALVAR;Oviedo;CEDA;Conservadores;D;737
Ricardo Cortes Villasana;1931-1933;RICARDO;CORTES VILLASANA;Palencia;CEDA;Conservadores;D;247
Ricardo Cortes Villasana;1933-1936;RICARDO;CORTES VILLASANA;Palencia;CEDA;Conservadores;D;247
Ricardo Cortes Villasana;1936-1939;RICARDO;CORTES VILLASANA;Palencia;CEDA;Conservadores;D;247
Juan Bautista Guerra Garcia;1936-1939;JUAN BAUTISTA;GUERRA GARCIA;Palencia;CEDA;Conservadores;D;423
Jose Mesa Lopez;1933-1936;JOSE;MESA LOPEZ;Palmas (Las);CEDA;Conservadores;D;594
Severino Barros De Lis;1936-1939;SEVERINO;BARROS DE LIS;Pontevedra;CEDA;Conservadores;D;115
Severino Barros De Lis;1933-1936;SEVERINO;BARROS DE LIS;Pontevedra;CEDA;Conservadores;D;115
Nicasio Guisasola Dominguez;1933-1936;NICASIO;GUISASOLA DOMINGUEZ;Pontevedra;CEDA;Conservadores;D;426
Victor Lis Quiben;1933-1936;VICTOR;LIS QUIBEN;Pontevedra;CEDA;Conservadores;D;489
Jose Maria Gil Robles Y Quiñones De Leon;1931-1933;JOSE MARIA;GIL ROBLES Y QUIÑONES DE LEON;Salamanca;CEDA;Conservadores;D;380
Candido Casanueva Y Gorjon;1933-1936;CANDIDO;CASANUEVA Y GORJON;Salamanca;CEDA;Conservadores;D;208
Candido Casanueva Y Gorjon;1936-1939;CANDIDO;CASANUEVA Y GORJON;Salamanca;CEDA;Conservadores;D;208
Ernesto Castaño Arevalo;1936-1939;ERNESTO;CASTAÑO AREVALO;Salamanca;CEDA;Conservadores;D;213
Jose Cimas Leal;1933-1936;JOSE;CIMAS LEAL;Salamanca;CEDA;Conservadores;D;232
Jose Cimas Leal;1936-1939;JOSE;CIMAS LEAL;Salamanca;CEDA;Conservadores;D;232
Jose Maria Gil Robles Y Quiñones De Leon;1933-1936;JOSE MARIA;GIL ROBLES Y QUIÑONES DE LEON;Salamanca;CEDA;Conservadores;D;380
Jose Maria Gil Robles Y Quiñones De Leon;1936-1939;JOSE MARIA;GIL ROBLES Y QUIÑONES DE LEON;Salamanca;CEDA;Conservadores;D;380
Ramon Olleros Gregorio;1936-1939;RAMON;OLLEROS GREGORIO;Salamanca;CEDA;Conservadores;D;664
Tomas Cruz Garcia;1933-1936;TOMAS;CRUZ GARCIA;Santa Cruz de Tenerife;CEDA;Conservadores;D;252
Emilio Gonzalez De Mesa Y Suarez;1936-1939;EMILIO;GONZALEZ DE MESA Y SUAREZ;Santa Cruz de Tenerife;CEDA;Conservadores;D;398
Jose Victor Lopez De Vergara Y Larraondo;1936-1939;JOSE VICTOR;LOPEZ DE VERGARA Y LARRAONDO;Santa Cruz de Tenerife;CEDA;Conservadores;D;496
Pablo Ceballos Botin;1936-1939;PABLO;CEBALLOS BOTIN;Santander;CEDA;Conservadores;D;223
Eduardo Perez Del Molino Herrera;1936-1939;EDUARDO;PEREZ DEL MOLINO HERRERA;Santander;CEDA;Conservadores;D;717
Ricardo Sanchez De Movellan Y Gutierrez De Celis;1936-1939;RICARDO;SANCHEZ DE MOVELLAN Y GUTIERREZ DE CELIS;Santander;CEDA;Conservadores;D;869
Jose Maria Valiente Soriano;1933-1936;JOSE MARIA;VALIENTE SORIANO;Santander;CEDA;Conservadores;D;972
Rufino Cano De Rueda;1936-1939;RUFINO;CANO DE RUEDA;Segovia;CEDA;Conservadores;D;183
Juan De Contreras Y Lopez De Ayala;1936-1939;JUAN DE;CONTRERAS Y LOPEZ DE AYALA;Segovia;CEDA;Conservadores;D;241
Manuel Jimenez Fernandez;1936-1939;MANUEL;JIMENEZ FERNANDEZ;Segovia;CEDA;Conservadores;D;456
Manuel Beca Mateos;1933-1936;MANUEL;BECA MATEOS;Sevilla;CEDA;Conservadores;D;120
Jose Luis Illanes Del Rio;1933-1936;JOSE LUIS;ILLANES DEL RIO;Sevilla;CEDA;Conservadores;D;445
Jose Monje Y Bernal;1933-1936;JOSE;MONJE Y BERNAL;Sevilla;CEDA;Conservadores;D;613
Jesus Pabon Y Suarez De Urbina;1933-1936;JESUS;PABON Y SUAREZ DE URBINA;Sevilla;CEDA;Conservadores;D;683
Jesus Pabon Y Suarez De Urbina;1936-1939;JESUS;PABON Y SUAREZ DE URBINA;Sevilla;CEDA;Conservadores;D;683
Jose Rojas Marcos;1933-1936;JOSE;ROJAS MARCOS;Sevilla;CEDA;Conservadores;D;811
Ricardo Moreno Navarrete;1933-1936;RICARDO;MORENO NAVARRETE;Soria;CEDA;Conservadores;D;633
Bartolome Estevan Mata;1936-1939;BARTOLOME;ESTEVAN MATA;Teruel;CEDA;Conservadores;D;291
Jose Maria Julian Gil;1933-1936;JOSE MARIA;JULIAN GIL;Teruel;CEDA;Conservadores;D;464
